Gene stable ID,Transcript stable ID,Glycine max gene stable ID
Vfaba.Hedin2.R1.1g000080,Vfaba.Hedin2.R1.1g000080.1,GLYMA_18G272200
Vfaba.Hedin2.R1.1g000080,Vfaba.Hedin2.R1.1g000080.1,GLYMA_08G249900
Vfaba.Hedin2.R1.1g000240,Vfaba.Hedin2.R1.1g000240.1,GLYMA_18G302100
Vfaba.Hedin2.R1.1g001520,Vfaba.Hedin2.R1.1g001520.1,
Vfaba.Hedin2.R1.1g001840,Vfaba.Hedin2.R1.1g001840.1,GLYMA_18G300200
Vfaba.Hedin2.R1.1g001840,Vfaba.Hedin2.R1.1g001840.1,GLYMA_08G361500
Vfaba.Hedin2.R1.1g002800,Vfaba.Hedin2.R1.1g002800.1,GLYMA_18G299200
Vfaba.Hedin2.R1.1g002880,Vfaba.Hedin2.R1.1g002880.1,GLYMA_08G362900
Vfaba.Hedin2.R1.1g002880,Vfaba.Hedin2.R1.1g002880.1,GLYMA_18G299100
Vfaba.Hedin2.R1.1g002920,Vfaba.Hedin2.R1.1g002920.1,GLYMA_18G292600
Vfaba.Hedin2.R1.1g002920,Vfaba.Hedin2.R1.1g002920.1,GLYMA_02G090600
Vfaba.Hedin2.R1.1g003640,Vfaba.Hedin2.R1.1g003640.1,GLYMA_18G298000
Vfaba.Hedin2.R1.1g003640,Vfaba.Hedin2.R1.1g003640.1,GLYMA_08G364100
Vfaba.Hedin2.R1.1g004120,Vfaba.Hedin2.R1.1g004120.1,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004120,Vfaba.Hedin2.R1.1g004120.2,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004160,Vfaba.Hedin2.R1.1g004160.2,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004160,Vfaba.Hedin2.R1.1g004160.1,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004200,Vfaba.Hedin2.R1.1g004200.2,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004200,Vfaba.Hedin2.R1.1g004200.1,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004320,Vfaba.Hedin2.R1.1g004320.2,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004320,Vfaba.Hedin2.R1.1g004320.1,GLYMA_18G296900
Vfaba.Hedin2.R1.1g004440,Vfaba.Hedin2.R1.1g004440.1,GLYMA_08G365700
Vfaba.Hedin2.R1.1g004440,Vfaba.Hedin2.R1.1g004440.1,GLYMA_18G296600
Vfaba.Hedin2.R1.1g005880,Vfaba.Hedin2.R1.1g005880.1,GLYMA_09G242000
Vfaba.Hedin2.R1.1g005880,Vfaba.Hedin2.R1.1g005880.1,GLYMA_18G253600
Vfaba.Hedin2.R1.1g006280,Vfaba.Hedin2.R1.1g006280.1,GLYMA_18G255000
Vfaba.Hedin2.R1.1g006280,Vfaba.Hedin2.R1.1g006280.1,GLYMA_09G241100
Vfaba.Hedin2.R1.1g006480,Vfaba.Hedin2.R1.1g006480.1,GLYMA_09G145600
Vfaba.Hedin2.R1.1g006480,Vfaba.Hedin2.R1.1g006480.1,GLYMA_17G204600
Vfaba.Hedin2.R1.1g006720,Vfaba.Hedin2.R1.1g006720.1,GLYMA_09G145600
Vfaba.Hedin2.R1.1g006720,Vfaba.Hedin2.R1.1g006720.1,GLYMA_17G204600
Vfaba.Hedin2.R1.1g006840,Vfaba.Hedin2.R1.1g006840.1,GLYMA_09G145600
Vfaba.Hedin2.R1.1g006840,Vfaba.Hedin2.R1.1g006840.1,GLYMA_17G204600
Vfaba.Hedin2.R1.1g008600,Vfaba.Hedin2.R1.1g008600.1,GLYMA_18G259300
Vfaba.Hedin2.R1.1g008600,Vfaba.Hedin2.R1.1g008600.1,GLYMA_09G238400
Vfaba.Hedin2.R1.1g008800,Vfaba.Hedin2.R1.1g008800.1,
Vfaba.Hedin2.R1.1g008960,Vfaba.Hedin2.R1.1g008960.1,GLYMA_09G237800
Vfaba.Hedin2.R1.1g008960,Vfaba.Hedin2.R1.1g008960.1,GLYMA_18G259800
Vfaba.Hedin2.R1.1g009440,Vfaba.Hedin2.R1.1g009440.1,GLYMA_09G237000
Vfaba.Hedin2.R1.1g009440,Vfaba.Hedin2.R1.1g009440.1,GLYMA_18G260500
Vfaba.Hedin2.R1.1g009680,Vfaba.Hedin2.R1.1g009680.1,GLYMA_18G260900
Vfaba.Hedin2.R1.1g009680,Vfaba.Hedin2.R1.1g009680.1,GLYMA_09G236200
Vfaba.Hedin2.R1.1g010120,Vfaba.Hedin2.R1.1g010120.1,GLYMA_18G261600
Vfaba.Hedin2.R1.1g010120,Vfaba.Hedin2.R1.1g010120.1,GLYMA_09G235400
Vfaba.Hedin2.R1.1g010480,Vfaba.Hedin2.R1.1g010480.1,GLYMA_09G235200
Vfaba.Hedin2.R1.1g010480,Vfaba.Hedin2.R1.1g010480.1,GLYMA_18G261900
Vfaba.Hedin2.R1.1g011720,Vfaba.Hedin2.R1.1g011720.1,
Vfaba.Hedin2.R1.1g011920,Vfaba.Hedin2.R1.1g011920.1,GLYMA_08G241500
Vfaba.Hedin2.R1.1g012240,Vfaba.Hedin2.R1.1g012240.1,
Vfaba.Hedin2.R1.1g013240,Vfaba.Hedin2.R1.1g013240.1,GLYMA_13G173100
Vfaba.Hedin2.R1.1g013240,Vfaba.Hedin2.R1.1g013240.1,GLYMA_15G222200
Vfaba.Hedin2.R1.1g013560,Vfaba.Hedin2.R1.1g013560.1,GLYMA_18G266500
Vfaba.Hedin2.R1.1g013560,Vfaba.Hedin2.R1.1g013560.1,GLYMA_08G245200
Vfaba.Hedin2.R1.1g014240,Vfaba.Hedin2.R1.1g014240.1,
Vfaba.Hedin2.R1.1g014280,Vfaba.Hedin2.R1.1g014280.1,
Vfaba.Hedin2.R1.1g014640,Vfaba.Hedin2.R1.1g014640.1,
Vfaba.Hedin2.R1.1g014720,Vfaba.Hedin2.R1.1g014720.1,GLYMA_08G247700
Vfaba.Hedin2.R1.1g014720,Vfaba.Hedin2.R1.1g014720.1,GLYMA_18G269200
Vfaba.Hedin2.R1.1g016200,Vfaba.Hedin2.R1.1g016200.1,GLYMA_08G252500
Vfaba.Hedin2.R1.1g016200,Vfaba.Hedin2.R1.1g016200.1,GLYMA_18G275100
Vfaba.Hedin2.R1.1g017000,Vfaba.Hedin2.R1.1g017000.1,GLYMA_18G276200
Vfaba.Hedin2.R1.1g017000,Vfaba.Hedin2.R1.1g017000.1,GLYMA_08G253800
Vfaba.Hedin2.R1.1g018680,Vfaba.Hedin2.R1.1g018680.1,GLYMA_18G278400
Vfaba.Hedin2.R1.1g018680,Vfaba.Hedin2.R1.1g018680.1,GLYMA_08G255500
Vfaba.Hedin2.R1.1g018960,Vfaba.Hedin2.R1.1g018960.1,GLYMA_08G255800
Vfaba.Hedin2.R1.1g018960,Vfaba.Hedin2.R1.1g018960.1,GLYMA_18G278800
